sample_idx,fraction,mode,true_label,base_pred,masked_pred,score_before,score_after,score_drop,flipped,dataset,model
11,0.1,top,0,0,5,5.036440046479941,0.1070267901173212,4.929413256362619,1.0,AllGestureWiimoteY,MrSQM
11,0.2,bottom,0,0,0,5.036440046479941,4.788936788970926,0.247503257509015,0.0,AllGestureWiimoteY,MrSQM
11,0.2,random,0,0,0,5.036440046479941,,-0.0167590129967933,0.0,AllGestureWiimoteY,MrSQM
11,0.2,top,0,0,9,5.036440046479941,0.6297528534897227,4.406687192990218,1.0,AllGestureWiimoteY,MrSQM
12,0.05,bottom,0,0,0,2.273589459307685,2.3680536440446582,-0.0944641847369731,0.0,AllGestureWiimoteY,MrSQM
12,0.05,random,0,0,0,2.273589459307685,,-0.0469836927704635,0.0,AllGestureWiimoteY,MrSQM
12,0.05,top,0,0,5,2.273589459307685,0.3597847320339358,1.9138047272737493,1.0,AllGestureWiimoteY,MrSQM
12,0.1,bottom,0,0,0,2.273589459307685,2.4465604725793177,-0.1729710132716326,0.0,AllGestureWiimoteY,MrSQM
12,0.1,random,0,0,0,2.273589459307685,,0.0073943294377311,0.0,AllGestureWiimoteY,MrSQM
12,0.1,top,0,0,5,2.273589459307685,-0.175157522950922,2.448746982258607,1.0,AllGestureWiimoteY,MrSQM
12,0.2,bottom,0,0,0,2.273589459307685,2.6457627196400275,-0.3721732603323424,0.0,AllGestureWiimoteY,MrSQM
12,0.2,random,0,0,2,2.273589459307685,,0.6503141246500376,0.3333333333333333,AllGestureWiimoteY,MrSQM
12,0.2,top,0,0,6,2.273589459307685,-0.0093348093364117,2.2829242686440967,1.0,AllGestureWiimoteY,MrSQM
13,0.05,bottom,0,0,0,4.87027581559258,4.022611661927259,0.8476641536653204,0.0,AllGestureWiimoteY,MrSQM
13,0.05,random,0,0,0,4.87027581559258,,1.6128044782946722,0.0,AllGestureWiimoteY,MrSQM
13,0.05,top,0,0,0,4.87027581559258,1.6314536320457464,3.238822183546833,0.0,AllGestureWiimoteY,MrSQM
13,0.1,bottom,0,0,0,4.87027581559258,3.924356003916869,0.945919811675711,0.0,AllGestureWiimoteY,MrSQM
13,0.1,random,0,0,0,4.87027581559258,,0.0248850491204528,0.0,AllGestureWiimoteY,MrSQM
13,0.1,top,0,0,6,4.87027581559258,1.3138205375018557,3.556455278090724,1.0,AllGestureWiimoteY,MrSQM
13,0.2,bottom,0,0,0,4.87027581559258,5.377374141286679,-0.5070983256940993,0.0,AllGestureWiimoteY,MrSQM
13,0.2,random,0,0,0,4.87027581559258,,-0.3331932370527625,0.0,AllGestureWiimoteY,MrSQM
13,0.2,top,0,0,0,4.87027581559258,2.133211957959019,2.7370638576335606,0.0,AllGestureWiimoteY,MrSQM
14,0.05,bottom,0,0,0,4.895851424181813,4.507550915422706,0.3883005087591069,0.0,AllGestureWiimoteY,MrSQM
14,0.05,random,0,0,1,4.895851424181813,,0.8387148665970122,0.3333333333333333,AllGestureWiimoteY,MrSQM
14,0.05,top,0,0,8,4.895851424181813,1.4809986294838742,3.4148527946979383,1.0,AllGestureWiimoteY,MrSQM
14,0.1,bottom,0,0,0,4.895851424181813,4.577018112941983,0.31883331123983,0.0,AllGestureWiimoteY,MrSQM
14,0.1,random,0,0,0,4.895851424181813,,-0.4438339319430782,0.0,AllGestureWiimoteY,MrSQM
14,0.1,top,0,0,2,4.895851424181813,-0.2565025799829029,5.152354004164716,1.0,AllGestureWiimoteY,MrSQM
14,0.2,bottom,0,0,0,4.895851424181813,5.637757924982106,-0.741906500800293,0.0,AllGestureWiimoteY,MrSQM
14,0.2,random,0,0,2,4.895851424181813,,1.3963178348256922,0.3333333333333333,AllGestureWiimoteY,MrSQM
14,0.2,top,0,0,5,4.895851424181813,-0.4353941323716362,5.331245556553449,1.0,AllGestureWiimoteY,MrSQM
15,0.05,bottom,0,0,0,4.478300992727655,4.622655685251296,-0.1443546925236409,0.0,AllGestureWiimoteY,MrSQM
15,0.05,random,0,0,0,4.478300992727655,,0.7084884140921136,0.0,AllGestureWiimoteY,MrSQM
15,0.05,top,0,0,5,4.478300992727655,1.496871065682012,2.9814299270456424,1.0,AllGestureWiimoteY,MrSQM
15,0.1,bottom,0,0,0,4.478300992727655,4.566616604366039,-0.088315611638384,0.0,AllGestureWiimoteY,MrSQM
15,0.1,random,0,0,0,4.478300992727655,,-0.0285055295375894,0.0,AllGestureWiimoteY,MrSQM
15,0.1,top,0,0,5,4.478300992727655,0.4285712566013573,4.049729736126297,1.0,AllGestureWiimoteY,MrSQM
15,0.2,bottom,0,0,0,4.478300992727655,4.4575578940547,0.0207430986729546,0.0,AllGestureWiimoteY,MrSQM
15,0.2,random,0,0,0,4.478300992727655,,0.0070110797206561,0.0,AllGestureWiimoteY,MrSQM
15,0.2,top,0,0,4,4.478300992727655,1.26512350497948,3.2131774877481747,1.0,AllGestureWiimoteY,MrSQM
16,0.05,bottom,0,0,0,3.626184819123384,3.644751551623364,-0.0185667324999796,0.0,AllGestureWiimoteY,MrSQM
16,0.05,random,0,0,3,3.626184819123384,,0.3180898896993813,0.3333333333333333,AllGestureWiimoteY,MrSQM
16,0.05,top,0,0,8,3.626184819123384,2.5552411356714164,1.0709436834519677,1.0,AllGestureWiimoteY,MrSQM
16,0.1,bottom,0,0,0,3.626184819123384,3.65380541873894,-0.027620599615556,0.0,AllGestureWiimoteY,MrSQM
16,0.1,random,0,0,5,3.626184819123384,,1.556297082407326,0.6666666666666666,AllGestureWiimoteY,MrSQM
16,0.1,top,0,0,8,3.626184819123384,0.6818866215997506,2.9442981975236338,1.0,AllGestureWiimoteY,MrSQM
16,0.2,bottom,0,0,0,3.626184819123384,3.772586701840108,-0.1464018827167241,0.0,AllGestureWiimoteY,MrSQM
16,0.2,random,0,0,2,3.626184819123384,,0.8368898589241476,0.3333333333333333,AllGestureWiimoteY,MrSQM
16,0.2,top,0,0,6,3.626184819123384,-0.0286515284198042,3.654836347543189,1.0,AllGestureWiimoteY,MrSQM
17,0.05,bottom,0,0,0,6.131518149028478,5.708386857099063,0.4231312919294154,0.0,AllGestureWiimoteY,MrSQM
17,0.05,random,0,0,0,6.131518149028478,,0.1817956800487833,0.0,AllGestureWiimoteY,MrSQM
17,0.05,top,0,0,0,6.131518149028478,4.799375522428183,1.3321426266002954,0.0,AllGestureWiimoteY,MrSQM
17,0.1,bottom,0,0,0,6.131518149028478,6.371345963549268,-0.2398278145207895,0.0,AllGestureWiimoteY,MrSQM
17,0.1,random,0,0,0,6.131518149028478,,1.6402455447725943,0.0,AllGestureWiimoteY,MrSQM
17,0.1,top,0,0,0,6.131518149028478,2.1925391428657472,3.938979006162731,0.0,AllGestureWiimoteY,MrSQM
17,0.2,bottom,0,0,0,6.131518149028478,6.117249186499391,0.014268962529087,0.0,AllGestureWiimoteY,MrSQM
17,0.2,random,0,0,0,6.131518149028478,,-0.0937541604991514,0.0,AllGestureWiimoteY,MrSQM
17,0.2,top,0,0,6,6.131518149028478,0.243187804665114,5.888330344363364,1.0,AllGestureWiimoteY,MrSQM
18,0.05,bottom,0,0,0,4.991240718229735,4.806825743411766,0.1844149748179688,0.0,AllGestureWiimoteY,MrSQM
18,0.05,random,0,0,0,4.991240718229735,,0.3326649139833053,0.0,AllGestureWiimoteY,MrSQM
18,0.05,top,0,0,5,4.991240718229735,1.27863926353752,3.712601454692215,1.0,AllGestureWiimoteY,MrSQM
18,0.1,bottom,0,0,0,4.991240718229735,4.84585779219884,0.1453829260308952,0.0,AllGestureWiimoteY,MrSQM
18,0.1,random,0,0,2,4.991240718229735,,1.0083827941989991,0.3333333333333333,AllGestureWiimoteY,MrSQM
18,0.1,top,0,0,5,4.991240718229735,1.5697333637033288,3.4215073545264056,1.0,AllGestureWiimoteY,MrSQM
18,0.2,bottom,0,0,0,4.991240718229735,5.398507197785818,-0.4072664795560836,0.0,AllGestureWiimoteY,MrSQM
18,0.2,random,0,0,4,4.991240718229735,,3.077068063431929,0.6666666666666666,AllGestureWiimoteY,MrSQM
18,0.2,top,0,0,5,4.991240718229735,0.2854600046932139,4.70578071353652,1.0,AllGestureWiimoteY,MrSQM
19,0.05,bottom,0,0,0,4.76399723051326,4.382817592905868,0.3811796376073921,0.0,AllGestureWiimoteY,MrSQM
19,0.05,random,0,0,0,4.76399723051326,,0.1834074250955625,0.0,AllGestureWiimoteY,MrSQM
19,0.05,top,0,0,0,4.76399723051326,2.5575578048549006,2.20643942565836,0.0,AllGestureWiimoteY,MrSQM
19,0.1,bottom,0,0,0,4.76399723051326,4.742681231017553,0.021315999495707,0.0,AllGestureWiimoteY,MrSQM
19,0.1,random,0,0,0,4.76399723051326,,0.3905960373036737,0.0,AllGestureWiimoteY,MrSQM
19,0.1,top,0,0,2,4.76399723051326,1.0408582747588777,3.723138955754382,1.0,AllGestureWiimoteY,MrSQM
19,0.2,bottom,0,0,0,4.76399723051326,4.930667387296791,-0.1666701567835309,0.0,AllGestureWiimoteY,MrSQM
19,0.2,random,0,0,0,4.76399723051326,,0.631307451445774,0.0,AllGestureWiimoteY,MrSQM
19,0.2,top,0,0,6,4.76399723051326,1.1447468722184673,3.6192503582947926,1.0,AllGestureWiimoteY,MrSQM
20,0.05,bottom,0,0,0,5.678502063289856,5.616385778870426,0.0621162844194298,0.0,AllGestureWiimoteY,MrSQM
20,0.05,random,0,0,2,5.678502063289856,,1.270102161958934,0.3333333333333333,AllGestureWiimoteY,MrSQM
20,0.05,top,0,0,0,5.678502063289856,2.6704134420005348,3.008088621289321,0.0,AllGestureWiimoteY,MrSQM
20,0.1,bottom,0,0,0,5.678502063289856,5.5220789268902175,0.1564231363996384,0.0,AllGestureWiimoteY,MrSQM
20,0.1,random,0,0,0,5.678502063289856,,-0.0397868980794357,0.0,AllGestureWiimoteY,MrSQM
20,0.1,top,0,0,5,5.678502063289856,-0.1944485862770754,5.872950649566931,1.0,AllGestureWiimoteY,MrSQM
20,0.2,bottom,0,0,0,5.678502063289856,6.004252802201436,-0.3257507389115801,0.0,AllGestureWiimoteY,MrSQM
20,0.2,random,0,0,0,5.678502063289856,,1.7137713167304922,0.0,AllGestureWiimoteY,MrSQM
20,0.2,top,0,0,6,5.678502063289856,0.0920835600176787,5.586418503272177,1.0,AllGestureWiimoteY,MrSQM
21,0.05,bottom,0,0,0,5.202211839382563,4.883089642248851,0.3191221971337121,0.0,AllGestureWiimoteY,MrSQM
21,0.05,random,0,0,0,5.202211839382563,,1.2505678484852012,0.0,AllGestureWiimoteY,MrSQM
21,0.05,top,0,0,0,5.202211839382563,3.629668279049603,1.5725435603329596,0.0,AllGestureWiimoteY,MrSQM
21,0.1,bottom,0,0,0,5.202211839382563,4.778979828309319,0.4232320110732441,0.0,AllGestureWiimoteY,MrSQM
21,0.1,random,0,0,2,5.202211839382563,,1.7996110252568718,0.3333333333333333,AllGestureWiimoteY,MrSQM
21,0.1,top,0,0,0,5.202211839382563,2.613950272360696,2.5882615670218665,0.0,AllGestureWiimoteY,MrSQM
21,0.2,bottom,0,0,0,5.202211839382563,5.2251979605561925,-0.0229861211736297,0.0,AllGestureWiimoteY,MrSQM
21,0.2,random,0,0,2,5.202211839382563,,1.9049981493265309,0.3333333333333333,AllGestureWiimoteY,MrSQM
21,0.2,top,0,0,6,5.202211839382563,1.7060555016541097,3.496156337728453,1.0,AllGestureWiimoteY,MrSQM
22,0.05,bottom,0,0,0,5.996552511918225,5.869609510636892,0.126943001281333,0.0,AllGestureWiimoteY,MrSQM
22,0.05,random,0,0,0,5.996552511918225,,-0.0122766134834838,0.0,AllGestureWiimoteY,MrSQM
22,0.05,top,0,0,0,5.996552511918225,4.5525387891391365,1.444013722779088,0.0,AllGestureWiimoteY,MrSQM
22,0.1,bottom,0,0,0,5.996552511918225,5.846484488884658,0.1500680230335662,0.0,AllGestureWiimoteY,MrSQM
22,0.1,random,0,0,0,5.996552511918225,,0.3278136817983312,0.0,AllGestureWiimoteY,MrSQM
22,0.1,top,0,0,5,5.996552511918225,1.7310095079618306,4.2655430039563935,1.0,AllGestureWiimoteY,MrSQM
22,0.2,bottom,0,0,0,5.996552511918225,5.738321357185499,0.2582311547327256,0.0,AllGestureWiimoteY,MrSQM
22,0.2,random,0,0,0,5.996552511918225,,-0.1317211210780978,0.0,AllGestureWiimoteY,MrSQM
22,0.2,top,0,0,5,5.996552511918225,-0.0332032783804362,6.029755790298661,1.0,AllGestureWiimoteY,MrSQM
23,0.05,bottom,0,0,0,5.037296429416485,5.240453148071603,-0.2031567186551175,0.0,AllGestureWiimoteY,MrSQM
23,0.05,random,0,0,2,5.037296429416485,,1.647686641555682,0.3333333333333333,AllGestureWiimoteY,MrSQM
23,0.05,top,0,0,5,5.037296429416485,2.03015810089204,3.0071383285244457,1.0,AllGestureWiimoteY,MrSQM
23,0.1,bottom,0,0,0,5.037296429416485,5.181225246425871,-0.1439288170093862,0.0,AllGestureWiimoteY,MrSQM
23,0.1,random,0,0,2,5.037296429416485,,1.058323846885772,0.3333333333333333,AllGestureWiimoteY,MrSQM
23,0.1,top,0,0,5,5.037296429416485,0.5411635588109964,4.496132870605488,1.0,AllGestureWiimoteY,MrSQM
23,0.2,bottom,0,0,0,5.037296429416485,5.516995402304526,-0.4796989728880412,0.0,AllGestureWiimoteY,MrSQM
23,0.2,random,0,0,2,5.037296429416485,,1.259309183065218,0.3333333333333333,AllGestureWiimoteY,MrSQM
23,0.2,top,0,0,6,5.037296429416485,1.2137681175113204,3.823528311905165,1.0,AllGestureWiimoteY,MrSQM
25,0.05,bottom,0,0,0,6.202658763136827,6.099470107303623,0.103188655833204,0.0,AllGestureWiimoteY,MrSQM
25,0.05,random,0,0,0,6.202658763136827,,0.6226342787748083,0.0,AllGestureWiimoteY,MrSQM
25,0.05,top,0,0,0,6.202658763136827,3.491599596823306,2.7110591663135213,0.0,AllGestureWiimoteY,MrSQM
25,0.1,bottom,0,0,0,6.202658763136827,6.140696320557607,0.0619624425792197,0.0,AllGestureWiimoteY,MrSQM
25,0.1,random,0,0,0,6.202658763136827,,0.5461586503309128,0.0,AllGestureWiimoteY,MrSQM
25,0.1,top,0,0,0,6.202658763136827,2.182876547218213,4.019782215918614,0.0,AllGestureWiimoteY,MrSQM
25,0.2,bottom,0,0,0,6.202658763136827,6.164855534697807,0.0378032284390199,0.0,AllGestureWiimoteY,MrSQM
25,0.2,random,0,0,0,6.202658763136827,,1.386251515002147,0.0,AllGestureWiimoteY,MrSQM
25,0.2,top,0,0,0,6.202658763136827,2.057036754864165,4.145622008272662,0.0,AllGestureWiimoteY,MrSQM
26,0.05,bottom,0,0,0,3.618515413020653,3.944199610423096,-0.3256841974024431,0.0,AllGestureWiimoteY,MrSQM
26,0.05,random,0,0,0,3.618515413020653,,-0.1593813802966099,0.0,AllGestureWiimoteY,MrSQM
26,0.05,top,0,0,0,3.618515413020653,1.4551300036240449,2.163385409396608,0.0,AllGestureWiimoteY,MrSQM
26,0.1,bottom,0,0,0,3.618515413020653,3.677477280925733,-0.0589618679050802,0.0,AllGestureWiimoteY,MrSQM
26,0.1,random,0,0,0,3.618515413020653,,0.2178288677568948,0.0,AllGestureWiimoteY,MrSQM
26,0.1,top,0,0,4,3.618515413020653,0.6577725103824519,2.9607429026382013,1.0,AllGestureWiimoteY,MrSQM
26,0.2,bottom,0,0,0,3.618515413020653,3.708791309427861,-0.0902758964072081,0.0,AllGestureWiimoteY,MrSQM
26,0.2,random,0,0,0,3.618515413020653,,0.6487711289461662,0.0,AllGestureWiimoteY,MrSQM
26,0.2,top,0,0,0,3.618515413020653,1.579821934032564,2.038693478988089,0.0,AllGestureWiimoteY,MrSQM
27,0.05,bottom,0,0,0,4.111876277844547,4.20303220373598,-0.0911559258914325,0.0,AllGestureWiimoteY,MrSQM
27,0.05,random,0,0,0,4.111876277844547,,-0.0076517409850018,0.0,AllGestureWiimoteY,MrSQM
27,0.05,top,0,0,6,4.111876277844547,1.6135060497281843,2.4983702281163627,1.0,AllGestureWiimoteY,MrSQM
27,0.1,bottom,0,0,0,4.111876277844547,4.377351624235667,-0.2654753463911197,0.0,AllGestureWiimoteY,MrSQM
27,0.1,random,0,0,0,4.111876277844547,,-0.1260915455087844,0.0,AllGestureWiimoteY,MrSQM
27,0.1,top,0,0,6,4.111876277844547,0.6331917662634253,3.478684511581122,1.0,AllGestureWiimoteY,MrSQM
27,0.2,bottom,0,0,0,4.111876277844547,3.6363209263422975,0.4755553515022486,0.0,AllGestureWiimoteY,MrSQM
27,0.2,random,0,0,4,4.111876277844547,,2.765628928913655,0.6666666666666666,AllGestureWiimoteY,MrSQM
27,0.2,top,0,0,6,4.111876277844547,-0.749856210898909,4.861732488743456,1.0,AllGestureWiimoteY,MrSQM
29,0.05,bottom,0,0,0,4.705329613077444,4.201495440822186,0.5038341722552575,0.0,AllGestureWiimoteY,MrSQM
29,0.05,random,0,0,0,4.705329613077444,,0.5016438390784189,0.0,AllGestureWiimoteY,MrSQM
29,0.05,top,0,0,0,4.705329613077444,3.090016040793128,1.615313572284316,0.0,AllGestureWiimoteY,MrSQM
29,0.1,bottom,0,0,0,4.705329613077444,4.191133726205836,0.5141958868716081,0.0,AllGestureWiimoteY,MrSQM
29,0.1,random,0,0,5,4.705329613077444,,1.4296026175576853,0.6666666666666666,AllGestureWiimoteY,MrSQM
29,0.1,top,0,0,2,4.705329613077444,1.36115556919982,3.344174043877624,1.0,AllGestureWiimoteY,MrSQM
29,0.2,bottom,0,0,0,4.705329613077444,4.408390093161389,0.2969395199160551,0.0,AllGestureWiimoteY,MrSQM
29,0.2,random,0,0,3,4.705329613077444,,1.2036530520154052,0.3333333333333333,AllGestureWiimoteY,MrSQM
29,0.2,top,0,0,2,4.705329613077444,0.8783072608750917,3.827022352202352,1.0,AllGestureWiimoteY,MrSQM
30,0.05,bottom,0,0,0,3.67802249034706,3.8389658376961022,-0.1609433473490424,0.0,AllGestureWiimoteY,MrSQM
30,0.05,random,0,0,3,3.67802249034706,,1.0612995533441631,0.3333333333333333,AllGestureWiimoteY,MrSQM
30,0.05,top,0,0,6,3.67802249034706,1.0427189379067174,2.6353035524403423,1.0,AllGestureWiimoteY,MrSQM
30,0.1,bottom,0,0,0,3.67802249034706,3.555939764095959,0.1220827262511008,0.0,AllGestureWiimoteY,MrSQM
30,0.1,random,0,0,6,3.67802249034706,,2.7541282005769303,0.6666666666666666,AllGestureWiimoteY,MrSQM
30,0.1,top,0,0,9,3.67802249034706,-0.6756237200105436,4.353646210357604,1.0,AllGestureWiimoteY,MrSQM
30,0.2,bottom,0,0,0,3.67802249034706,4.582843206040924,-0.9048207156938646,0.0,AllGestureWiimoteY,MrSQM
30,0.2,random,0,0,2,3.67802249034706,,0.800251141122373,0.3333333333333333,AllGestureWiimoteY,MrSQM
30,0.2,top,0,0,6,3.67802249034706,-1.1269231817487604,4.80494567209582,1.0,AllGestureWiimoteY,MrSQM
31,0.05,bottom,0,0,0,5.8384893607217805,5.823836179828588,0.0146531808931928,0.0,AllGestureWiimoteY,MrSQM
31,0.05,random,0,0,0,5.8384893607217805,,0.7273617667988089,0.0,AllGestureWiimoteY,MrSQM
31,0.05,top,0,0,0,5.8384893607217805,3.231970452723568,2.6065189079982125,0.0,AllGestureWiimoteY,MrSQM
31,0.1,bottom,0,0,0,5.8384893607217805,5.801961060364562,0.0365283003572187,0.0,AllGestureWiimoteY,MrSQM
31,0.1,random,0,0,0,5.8384893607217805,,0.3288831884823103,0.0,AllGestureWiimoteY,MrSQM
31,0.1,top,0,0,0,5.8384893607217805,1.4317442388684611,4.406745121853319,0.0,AllGestureWiimoteY,MrSQM
31,0.2,bottom,0,0,0,5.8384893607217805,6.274786521811168,-0.4362971610893877,0.0,AllGestureWiimoteY,MrSQM
31,0.2,random,0,0,0,5.8384893607217805,,-0.2455179394792871,0.0,AllGestureWiimoteY,MrSQM
31,0.2,top,0,0,0,5.8384893607217805,1.4757226367910463,4.362766723930734,0.0,AllGestureWiimoteY,MrSQM
32,0.05,bottom,0,0,0,3.159273710629906,3.097402809778313,0.0618709008515927,0.0,AllGestureWiimoteY,MrSQM
32,0.05,random,0,0,8,3.159273710629906,,1.1846227718782742,1.0,AllGestureWiimoteY,MrSQM
32,0.05,top,0,0,8,3.159273710629906,0.5874772334313818,2.571796477198524,1.0,AllGestureWiimoteY,MrSQM
32,0.1,bottom,0,0,0,3.159273710629906,3.4618924510502262,-0.3026187404203204,0.0,AllGestureWiimoteY,MrSQM
32,0.1,random,0,0,0,3.159273710629906,,-0.2051774442408157,0.0,AllGestureWiimoteY,MrSQM
32,0.1,top,0,0,2,3.159273710629906,-0.0281454742434456,3.1874191848733515,1.0,AllGestureWiimoteY,MrSQM
32,0.2,bottom,0,0,8,3.159273710629906,2.78500166203446,0.3742720485954458,1.0,AllGestureWiimoteY,MrSQM
32,0.2,random,0,0,1,3.159273710629906,,0.779462179164056,0.3333333333333333,AllGestureWiimoteY,MrSQM
32,0.2,top,0,0,5,3.159273710629906,0.3319585503215893,2.8273151603083164,1.0,AllGestureWiimoteY,MrSQM
33,0.05,bottom,0,0,0,5.415674983731639,5.620638467099652,-0.2049634833680125,0.0,AllGestureWiimoteY,MrSQM
33,0.05,random,0,0,0,5.415674983731639,,0.6320705787045551,0.0,AllGestureWiimoteY,MrSQM
33,0.05,top,0,0,0,5.415674983731639,2.06285941747131,3.3528155662603294,0.0,AllGestureWiimoteY,MrSQM
33,0.1,bottom,0,0,0,5.415674983731639,5.159471095805835,0.2562038879258042,0.0,AllGestureWiimoteY,MrSQM
33,0.1,random,0,0,0,5.415674983731639,,-0.5727164701722215,0.0,AllGestureWiimoteY,MrSQM
33,0.1,top,0,0,4,5.415674983731639,0.3009831452556723,5.114691838475967,1.0,AllGestureWiimoteY,MrSQM
33,0.2,bottom,0,0,0,5.415674983731639,5.7134945123243455,-0.2978195285927061,0.0,AllGestureWiimoteY,MrSQM
33,0.2,random,0,0,2,5.415674983731639,,0.94729124314001,0.3333333333333333,AllGestureWiimoteY,MrSQM
33,0.2,top,0,0,5,5.415674983731639,0.7190265642505427,4.696648419481097,1.0,AllGestureWiimoteY,MrSQM
34,0.05,bottom,0,0,0,5.298232359139853,5.329123622397358,-0.0308912632575051,0.0,AllGestureWiimoteY,MrSQM
34,0.05,random,0,0,0,5.298232359139853,,0.1409271716957064,0.0,AllGestureWiimoteY,MrSQM
34,0.05,top,0,0,0,5.298232359139853,2.617211474988889,2.681020884150964,0.0,AllGestureWiimoteY,MrSQM
34,0.1,bottom,0,0,0,5.298232359139853,5.601358219612489,-0.3031258604726368,0.0,AllGestureWiimoteY,MrSQM
34,0.1,random,0,0,0,5.298232359139853,,-0.6216841249077719,0.0,AllGestureWiimoteY,MrSQM
34,0.1,top,0,0,4,5.298232359139853,-0.6334358957430594,5.931668254882912,1.0,AllGestureWiimoteY,MrSQM
34,0.2,bottom,0,0,0,5.298232359139853,5.13515738871546,0.1630749704243923,0.0,AllGestureWiimoteY,MrSQM
34,0.2,random,0,0,0,5.298232359139853,,0.2920153549365212,0.0,AllGestureWiimoteY,MrSQM
34,0.2,top,0,0,0,5.298232359139853,1.729022054192624,3.5692103049472284,0.0,AllGestureWiimoteY,MrSQM
35,0.05,bottom,0,0,0,6.14913864189586,6.271323985537644,-0.1221853436417843,0.0,AllGestureWiimoteY,MrSQM
35,0.05,random,0,0,0,6.14913864189586,,0.5563953451223679,0.0,AllGestureWiimoteY,MrSQM
35,0.05,top,0,0,0,6.14913864189586,3.5555266309159217,2.593612010979938,0.0,AllGestureWiimoteY,MrSQM
35,0.1,bottom,0,0,0,6.14913864189586,6.3179521813646895,-0.1688135394688297,0.0,AllGestureWiimoteY,MrSQM
35,0.1,random,0,0,0,6.14913864189586,,0.8851222441619279,0.0,AllGestureWiimoteY,MrSQM
35,0.1,top,0,0,5,6.14913864189586,0.337155784932053,5.811982856963807,1.0,AllGestureWiimoteY,MrSQM
35,0.2,bottom,0,0,0,6.14913864189586,5.773204286031154,0.3759343558647057,0.0,AllGestureWiimoteY,MrSQM
35,0.2,random,0,0,2,6.14913864189586,,1.835167169103901,0.3333333333333333,AllGestureWiimoteY,MrSQM
35,0.2,top,0,0,6,6.14913864189586,-0.4110318796862764,6.560170521582136,1.0,AllGestureWiimoteY,MrSQM
37,0.05,bottom,0,0,0,5.086473822780827,4.876704110692826,0.2097697120880015,0.0,AllGestureWiimoteY,MrSQM
37,0.05,random,0,0,2,5.086473822780827,,1.5758891578962608,0.3333333333333333,AllGestureWiimoteY,MrSQM
37,0.05,top,0,0,0,5.086473822780827,3.1177096394803514,1.968764183300476,0.0,AllGestureWiimoteY,MrSQM
37,0.1,bottom,0,0,0,5.086473822780827,4.586215606843503,0.5002582159373246,0.0,AllGestureWiimoteY,MrSQM
37,0.1,random,0,0,0,5.086473822780827,,0.5801108208766254,0.0,AllGestureWiimoteY,MrSQM
37,0.1,top,0,0,0,5.086473822780827,2.191635883398475,2.894837939382352,0.0,AllGestureWiimoteY,MrSQM
37,0.2,bottom,0,0,0,5.086473822780827,5.144151506080439,-0.0576776832996115,0.0,AllGestureWiimoteY,MrSQM
37,0.2,random,0,0,4,5.086473822780827,,2.1850609644473065,0.6666666666666666,AllGestureWiimoteY,MrSQM
37,0.2,top,0,0,6,5.086473822780827,0.9535346691108866,4.132939153669941,1.0,AllGestureWiimoteY,MrSQM
38,0.05,bottom,0,0,0,3.5323712552605024,3.4071139846644987,0.1252572705960037,0.0,AllGestureWiimoteY,MrSQM
38,0.05,random,0,0,0,3.5323712552605024,,-0.0340445273183509,0.0,AllGestureWiimoteY,MrSQM
38,0.05,top,0,0,5,3.5323712552605024,0.6151935920013026,2.9171776632592,1.0,AllGestureWiimoteY,MrSQM
38,0.1,bottom,0,0,0,3.5323712552605024,3.033637408773308,0.4987338464871951,0.0,AllGestureWiimoteY,MrSQM
38,0.1,random,0,0,0,3.5323712552605024,,-0.1887801273927412,0.0,AllGestureWiimoteY,MrSQM
38,0.1,top,0,0,5,3.5323712552605024,0.4421417344490617,3.0902295208114405,1.0,AllGestureWiimoteY,MrSQM
38,0.2,bottom,0,0,0,3.5323712552605024,3.656337767085672,-0.1239665118251696,0.0,AllGestureWiimoteY,MrSQM
38,0.2,random,0,0,2,3.5323712552605024,,0.5423368473109441,0.3333333333333333,AllGestureWiimoteY,MrSQM
38,0.2,top,0,0,5,3.5323712552605024,0.7871631295445141,2.7452081257159886,1.0,AllGestureWiimoteY,MrSQM
40,0.05,bottom,0,0,0,5.3410722084837525,5.211729874735042,0.1293423337487107,0.0,AllGestureWiimoteY,MrSQM
40,0.05,random,0,0,0,5.3410722084837525,,-0.3187814787198227,0.0,AllGestureWiimoteY,MrSQM
40,0.05,top,0,0,0,5.3410722084837525,2.250779598546372,3.0902926099373804,0.0,AllGestureWiimoteY,MrSQM
40,0.1,bottom,0,0,0,5.3410722084837525,5.150317806149148,0.1907544023346048,0.0,AllGestureWiimoteY,MrSQM
40,0.1,random,0,0,0,5.3410722084837525,,2.1052157317398863,0.0,AllGestureWiimoteY,MrSQM
40,0.1,top,0,0,4,5.3410722084837525,1.0905986228377151,4.250473585646038,1.0,AllGestureWiimoteY,MrSQM
40,0.2,bottom,0,0,0,5.3410722084837525,5.181365368596285,0.1597068398874679,0.0,AllGestureWiimoteY,MrSQM
40,0.2,random,0,0,0,5.3410722084837525,,-0.0535992999040907,0.0,AllGestureWiimoteY,MrSQM
40,0.2,top,0,0,0,5.3410722084837525,2.056354088193014,3.2847181202907385,0.0,AllGestureWiimoteY,MrSQM
41,0.05,bottom,0,0,0,4.380556920149373,4.2593890997059685,0.1211678204434045,0.0,AllGestureWiimoteY,MrSQM
41,0.05,random,0,0,0,4.380556920149373,,0.0431714419448872,0.0,AllGestureWiimoteY,MrSQM
